atmospheric_pressure,visible_cloud,wind_direction,wind_speed,sky_color,ocean_wave_speed,temperature,animal_activity,storm_coming
1011.7,Cumulonimbus,East,72.2,Orange,Low,Decline,Medium,Yes
1004.4,Cirrus,South,42.3,Green,High,Stable,High,No
1013.8,Cumulonimbus,East,65.4,Orange,Medium,Decline,Low,Yes
1003,Cirrus,South,76.7,Green,High,Stable,High,No
1013.2,Cumulonimbus,South,52.8,Orange,High,Stable,High,Yes
1004.1,Cirrus,South,46.5,Green,High,Decline,Low,No
1004.3,Stratus,South,84.2,Blue,High,Rise,High,No
1005.5,Cirrus,East,80.5,Green,Low,Decline,Low,No
1012.4,Cumulonimbus,South,52.6,Orange,High,Stable,High,Yes
1014,Cumulonimbus,South,45.8,Orange,High,Stable,High,Yes
1003.6,Cirrus,East,76.4,Green,Low,Decline,Low,No
1003.2,Cumulonimbus,West,56.9,Blue,High,,High,Yes
1002,Stratus,West,79.3,Green,High,Rise,High,No
1004.5,Cumulonimbus,North,72.9,Orange,High,Decline,Low,Yes
1003.8,Cumulonimbus,East,80,Green,Low,Decline,Low,No
1022.9,Cirrus,East,80.2,,Low,Decline,Low,No
1004.6,Cirrus,East,81.9,Green,Low,Decline,High,No
1005.3,Cirrus,West,43.1,Green,High,Decline,Low,No
1012.1,Cumulonimbus,,63.5,Orange,High,Stable,High,Yes
1012.5,Cumulonimbus,South,72,Orange,Low,Decline,High,Yes
1005.7,Cirrus,East,79.6,Gray,Low,Decline,Low,No
1006.4,Cirrus,East,83,Gray,High,Decline,Low,No
1005.3,Cirrus,East,81.7,Green,High,Decline,High,No
1003.5,Cirrus,East,80.2,Green,Low,Decline,High,No
1012.9,Cumulonimbus,West,59.3,Orange,Low,Decline,Low,Yes
1006.6,Cumulonimbus,East,73.2,Blue,High,Decline,Low,Yes
1021.6,Cumulonimbus,South,40.7,,High,Rise,High,No
1005.8,Cirrus,South,84.8,Green,Low,Stable,High,No
1005.8,Stratus,East,75,Green,Low,Decline,High,No
1005.5,Cirrus,East,83.4,Green,High,Decline,High,No
1006.8,Cirrus,South,61.9,Orange,Medium,Stable,High,Yes
1002.3,Cumulonimbus,West,69.4,Orange,High,,High,Yes
1003.4,Stratus,East,77.7,Blue,Low,Decline,Low,No
1013.4,Cirrus,North,69.7,Blue,Low,Decline,Low,Yes
1011.1,Cumulonimbus,East,49,Gray,Low,Decline,Medium,Yes
1004.5,Cumulonimbus,East,58.4,Orange,High,Decline,Medium,Yes
1012.2,Stratus,East,51.6,Orange,High,Rise,High,Yes
1013.2,Cirrus,West,40.7,Orange,Low,Decline,High,Yes
1006.7,Cirrus,East,76.1,Green,Low,Decline,Medium,No
1004.3,Cumulonimbus,South,46.9,Green,High,,Low,No
1002.5,Cirrus,South,80.5,Green,High,Stable,High,No
1002.9,Cirrus,South,42.1,Gray,High,,High,No
1013,Cirrus,East,53.9,Orange,High,Stable,High,Yes
1004.8,Cumulonimbus,South,40.1,Gray,Low,Stable,High,No
1002.1,Cirrus,South,75.4,,High,Stable,High,No
1006.6,Cirrus,East,61.4,Orange,Medium,Decline,Low,Yes
1006.1,Cumulonimbus,South,78,Gray,Medium,Stable,Low,No
1004.8,Stratus,South,53.8,Orange,High,Stable,High,Yes
1004.5,Cirrus,North,77.9,Green,Low,Decline,Low,No
1005.1,Cirrus,East,76.3,Green,Medium,Decline,Medium,No
1013.3,Cirrus,,53.3,Blue,Low,Decline,Low,Yes
1002.3,Stratus,East,77.5,Green,High,Rise,High,No
1012.4,Cirrus,West,42.6,Orange,High,Stable,High,Yes
1004.1,Cumulonimbus,East,58.3,Orange,Low,Stable,Low,Yes
1023.4,Stratus,East,75.7,Green,Low,Decline,Low,No
1005.5,Cirrus,,40.8,Gray,Low,Decline,Low,No
1013,Cumulonimbus,,73.8,Orange,Low,Decline,Low,Yes
1003,Cirrus,East,75.7,Blue,Low,Decline,Medium,No
1006,Cirrus,East,82.2,Gray,Low,Decline,Low,No
1003,Cirrus,East,84.3,Blue,Low,Decline,Low,No
1005.7,Cirrus,South,79.1,,High,Stable,High,No
1022.4,Cirrus,East,78.2,Gray,Low,Decline,High,No
1013.9,Stratus,East,42.9,Orange,Medium,Decline,Low,Yes
1012.6,Cumulonimbus,East,51.9,Orange,Medium,Decline,Low,Yes
1011.6,Cumulonimbus,South,69.6,Orange,Low,Stable,Low,Yes
1012.5,Cumulonimbus,West,41.5,Orange,Low,Stable,High,Yes
1011,Cumulonimbus,South,66.4,Orange,High,Stable,High,Yes
1012,Cirrus,West,64.8,Orange,High,Stable,High,Yes
1011.8,Cumulonimbus,South,64.2,Orange,High,Stable,High,Yes
1011.5,Cumulonimbus,East,50.2,Blue,Low,Decline,Medium,Yes
1012.7,Cirrus,South,63.6,Orange,Medium,Stable,High,Yes
1020.4,Cirrus,South,81.3,Blue,High,,Low,No
1003.6,Cirrus,East,84.4,Blue,High,Decline,Low,No
1012,Cumulonimbus,East,52.7,Gray,High,Decline,High,Yes
1013.6,Cumulonimbus,West,61.5,Orange,Medium,Rise,Medium,Yes
1020,Cirrus,South,83.3,Gray,High,Stable,High,No
1011.3,Cirrus,East,52.1,Orange,Low,Decline,Low,Yes
1005.2,Cirrus,East,80.4,Gray,Low,Decline,High,No
1012.1,Cumulonimbus,South,70.6,Blue,High,Stable,Low,Yes
1012.4,Cumulonimbus,North,72.9,Orange,Low,Decline,Low,Yes
1006.9,Cirrus,East,76.5,Blue,High,Stable,High,No
1020.1,Cumulonimbus,West,81.3,Green,Low,Decline,Low,No
1012.1,Cumulonimbus,South,58,Orange,High,Stable,Medium,Yes
1011.5,Stratus,West,73.6,Orange,Low,Decline,Low,Yes
1012,Cumulonimbus,North,68.2,Blue,Low,Rise,Low,Yes
1006.9,Cumulonimbus,East,76.8,Green,Low,Decline,High,No
1019.3,Cirrus,East,79,Green,High,Rise,Low,No
1003.8,Cirrus,South,45.1,Blue,Low,Decline,High,No
1013.3,Cumulonimbus,,62.8,Orange,Medium,Decline,High,Yes
1014,Cumulonimbus,West,52.9,Orange,Low,Stable,Medium,Yes
1002.6,Cirrus,West,83.5,Gray,High,Stable,High,No
1007,Cumulonimbus,West,72.5,Orange,High,Decline,High,Yes
1012.7,Cumulonimbus,East,59,Orange,Medium,Decline,Low,Yes
1005.4,Cirrus,East,78.3,Green,Low,Decline,Low,No
1006.1,Cirrus,East,84,Green,High,Stable,Medium,No
1013.2,Cumulonimbus,East,55.2,Orange,Low,Decline,Medium,Yes
1012.9,Cumulonimbus,South,68.2,Orange,Medium,Decline,High,Yes
1006.3,Cirrus,,76.6,Gray,Low,Decline,High,No
1003.5,Cirrus,North,76.7,Green,Low,Decline,High,No
1011.3,Cumulonimbus,East,65.4,Orange,High,Decline,Low,Yes
1018.2,Cirrus,South,80.9,Green,High,Decline,High,No
1003.5,Cirrus,East,45.2,Green,Low,Decline,Low,No
1005,Stratus,West,47.2,Gray,High,Rise,High,No
1013.4,Cumulonimbus,West,57,Orange,Low,Decline,Low,Yes
1018.1,Cirrus,South,77.6,Green,Medium,Decline,High,No
1005.1,Cirrus,East,83.6,Gray,Low,Decline,Low,No
1012.5,Cumulonimbus,East,62.2,Orange,Low,Decline,Low,Yes
1013.2,Cumulonimbus,,58.5,Orange,Medium,Decline,Low,Yes
1011.5,Stratus,South,70.2,Gray,High,Stable,High,Yes
1002.8,Cirrus,West,45.7,Green,High,Decline,Low,No
1007,Cirrus,East,80.3,Gray,Medium,Stable,Low,No
1002.2,Cirrus,East,82.8,Green,Low,Decline,Low,No
1004.5,Cumulonimbus,East,55.3,Orange,Medium,Stable,High,Yes
1003.8,Cirrus,East,76.8,Green,High,Stable,Low,No
1002.9,Cirrus,,80.7,Green,Medium,Stable,High,No
1003.1,Cirrus,South,77.2,Green,Medium,Stable,Medium,No
1013,Stratus,North,71.5,Orange,Low,Decline,Low,Yes
1002.8,Stratus,South,80.6,Green,Medium,Rise,High,No
1005.1,Stratus,East,77.8,Gray,Low,Decline,Low,No
1011.1,Cumulonimbus,East,60.7,Orange,High,Decline,Medium,Yes
1004.5,Cirrus,East,41,Orange,Low,Decline,Medium,Yes
1004.6,Cirrus,West,78.8,Gray,High,Stable,High,No
1014,Stratus,East,40.5,Orange,High,Stable,High,Yes
1006.1,Cirrus,East,46.6,Blue,Low,Rise,Medium,No
1011.4,Cumulonimbus,South,57.1,Blue,Medium,Decline,Low,Yes
1007,Cumulonimbus,East,67.6,Orange,Low,Decline,High,Yes
1023.8,Cirrus,South,80.3,Green,Medium,Rise,High,No
1003.8,Cirrus,East,80.4,Green,Low,Decline,Low,No
1024.7,Cirrus,East,84.4,Gray,Low,Decline,Low,No
1004.7,Cirrus,South,75.3,Green,Low,Stable,High,No
1013.1,Cumulonimbus,West,66.7,Blue,Low,Decline,Low,Yes
1023,Cumulonimbus,East,82.9,Green,Low,Decline,High,No
1013.1,Stratus,South,58.2,Gray,High,,High,Yes
1004.7,Cumulonimbus,East,82.9,Green,Low,Decline,Medium,No
1022.2,Cirrus,West,79,Green,High,Decline,High,No
1012.3,Cirrus,South,61.6,Orange,High,Rise,Low,Yes
1004.5,Cirrus,East,77.3,Green,Low,Decline,Medium,No
1007,Cumulonimbus,,84.1,Blue,Medium,Stable,High,No
1003.6,Cirrus,East,83.5,Blue,High,Stable,Low,No
1006.5,Cirrus,East,82.5,Green,High,Stable,Medium,No
1002.3,Cirrus,South,81.1,Green,Low,Decline,High,No
1005.4,Cumulonimbus,South,70.8,Gray,High,Stable,Medium,Yes
1012.2,Cumulonimbus,South,64.4,Orange,High,Rise,High,Yes
1005.9,Stratus,East,82,Green,Low,Decline,Low,No
1011.2,Cumulonimbus,East,47.1,Orange,Low,Stable,High,Yes
1003.4,Cirrus,North,75.7,Green,Low,Decline,Low,No
1011.2,Cirrus,West,55.2,Orange,High,,High,Yes
1013.4,Cumulonimbus,East,55.3,Blue,Low,Decline,Low,Yes
1006.9,Stratus,West,69.1,Orange,Low,Decline,High,Yes
1012.8,Cumulonimbus,East,66.9,Gray,Low,Decline,Low,Yes
1002.1,Cumulonimbus,South,76.2,Blue,High,Stable,High,No
1011.4,Cumulonimbus,South,54.5,Orange,High,Stable,High,Yes
1006.7,Cumulonimbus,East,44.7,Gray,High,,High,No
1004.3,Cirrus,,75.5,Green,Medium,Decline,Low,No
1012.3,Stratus,South,58.7,Orange,High,Stable,High,Yes
1012.7,Cumulonimbus,South,58,Orange,High,Stable,High,Yes
1005.2,Cumulonimbus,East,62.6,Orange,Low,Decline,Low,Yes
1024,Cirrus,North,78,Green,High,Rise,Low,No
1003.7,Cumulonimbus,East,81.9,Gray,Medium,Stable,High,No
1011.9,Stratus,South,58.8,Blue,High,Decline,High,Yes
1002.7,Cirrus,East,82.7,Green,High,Decline,Low,No
1011.5,Cumulonimbus,East,57.3,Orange,High,Decline,High,Yes
1011.5,Cumulonimbus,East,40.5,Blue,High,Decline,High,Yes
1022.6,Cirrus,East,77.1,Green,Low,Decline,Medium,No
1005.2,Cumulonimbus,East,81.1,Green,Low,Decline,Low,No
1023.9,Cirrus,South,79,Green,High,Stable,High,No
1006.2,Stratus,East,83.6,Green,Medium,Decline,Low,No
1012,Cumulonimbus,East,42.7,Gray,Medium,Stable,High,Yes
1004.3,Cirrus,East,77.2,,Low,Decline,Low,No
1006.6,Cirrus,East,46.9,Green,Low,Rise,High,No
1011.8,Cumulonimbus,West,70.7,Gray,Low,Decline,High,Yes
1013.7,Cumulonimbus,East,65.8,Blue,High,Decline,Medium,Yes
1019.7,Cirrus,West,82.4,Green,High,Stable,High,No
1011,Cumulonimbus,South,56.1,Orange,High,Stable,Low,Yes
1002.9,Cirrus,,75.8,Green,High,Decline,High,No
1002.9,Cirrus,South,75.6,Green,High,Stable,High,No
1020.8,Cirrus,South,81,Blue,Low,Stable,Low,No
1002,Cirrus,East,80.2,Green,Low,Decline,Low,No
1004.4,Stratus,South,70.4,Blue,Medium,Stable,High,Yes
1004.2,Cumulonimbus,South,77.9,,High,Stable,Low,No
1003.4,Cirrus,West,46.5,Gray,High,Stable,High,No
1005,Cirrus,South,78.9,Green,Medium,Stable,High,No
1002.4,Cirrus,North,75.5,Green,High,Decline,Low,No
1013.8,Cumulonimbus,East,60.7,Orange,Low,Decline,Low,Yes
1004,Cirrus,North,76.5,Gray,Low,Rise,Low,No
1002.2,Cirrus,East,75.3,Green,Low,Decline,Medium,No
1024.1,Cirrus,South,78.5,Green,High,Stable,Low,No
1006,Cirrus,East,41,Gray,Low,Decline,Low,No
1013,Cumulonimbus,South,71,Blue,Medium,Stable,High,Yes
1013.4,Cumulonimbus,East,60.2,Orange,Low,Decline,High,Yes
1013,Cumulonimbus,West,65.2,Orange,High,Decline,Low,Yes
1006.3,Cumulonimbus,South,42,Orange,High,Stable,High,Yes
1012.5,Cumulonimbus,East,62.8,Orange,Medium,Decline,Low,Yes
1002.2,Cirrus,East,43.1,Orange,High,Decline,Low,Yes
1012.3,Cirrus,East,51.7,Orange,Medium,Stable,Low,Yes
1011.5,Cumulonimbus,South,59,Orange,Low,Stable,High,Yes
1002.2,Cumulonimbus,South,65.4,Orange,High,Stable,High,Yes
1005,Cirrus,East,48.7,Green,High,Stable,High,No
1023.7,Cirrus,East,80.8,Gray,Low,Decline,Low,No
1004.4,Cirrus,South,77,Green,High,,High,No
1011,Stratus,East,69.7,Orange,Low,Decline,Low,Yes
1013.9,Cumulonimbus,South,50.1,Orange,Low,Rise,Medium,Yes
1011.3,Cirrus,East,68.1,,Low,Decline,Low,Yes
1005.6,Stratus,East,75.9,Blue,Low,Decline,Low,No
1012.7,Cumulonimbus,South,48,Orange,High,Decline,High,Yes
1023.3,Cirrus,East,76,Blue,Medium,Decline,Medium,No
1012.1,Cumulonimbus,East,45.3,Orange,Low,Rise,High,Yes
1013.2,Cumulonimbus,East,64.9,Orange,Low,Stable,Low,Yes
1006.2,Cumulonimbus,East,60.6,Blue,Low,Decline,Low,Yes
1004.7,Stratus,East,83.4,Green,Low,Decline,High,No
1013.7,Cumulonimbus,East,69.7,Orange,Medium,Decline,Low,Yes
1013.3,Cumulonimbus,East,56.8,Orange,Low,Decline,Low,Yes
1002,Cirrus,East,75.2,Blue,Low,Stable,Low,No
1012.1,Cumulonimbus,East,66.2,Orange,Low,Decline,Low,Yes
1006.6,Cirrus,South,78.6,Green,High,Rise,High,No
1011.6,Cumulonimbus,South,51.1,Orange,High,Stable,Low,Yes
1011.1,Cumulonimbus,East,62.7,Orange,Low,Decline,Low,Yes
1004.2,Cirrus,East,82.7,Blue,Medium,Decline,High,No
1002.6,Stratus,South,82.9,Blue,High,Decline,Medium,No
1005.8,Cumulonimbus,East,83.2,,Low,Decline,Low,No
1011.7,Cumulonimbus,South,53.7,Orange,High,Stable,High,Yes
1003.4,Stratus,,78.8,Green,Low,Decline,High,No
1013.3,Cumulonimbus,East,53.6,Orange,Medium,Decline,Low,Yes
1013.4,Cumulonimbus,South,58,Orange,Medium,,Low,Yes
1011.6,Cumulonimbus,South,57.4,Orange,Medium,Stable,High,Yes
1003.1,Cirrus,East,83.8,Gray,High,Stable,Medium,No
1012.3,Cumulonimbus,East,54.7,Blue,Low,Decline,Medium,Yes
1003.1,Cirrus,South,41.2,Green,High,Decline,Low,No
1003.7,Cirrus,East,45.8,Green,Low,Decline,Medium,No
1020.5,Cumulonimbus,East,82,Gray,Low,Decline,Medium,No
1024.6,Cirrus,South,83.8,Green,Low,Stable,Medium,No
1004.1,Cumulonimbus,East,40.1,Green,Medium,Decline,Low,No
1012.2,Cumulonimbus,East,60,Orange,Low,Decline,Medium,Yes
1003.2,Cirrus,West,78.1,Green,Low,Stable,Medium,No
1014,Cumulonimbus,South,40.8,Gray,High,Stable,High,Yes
1004.8,Cirrus,South,82.2,Blue,High,Decline,High,No
1012.7,Cirrus,South,62.1,Orange,High,Stable,Medium,Yes
1004.5,Cirrus,North,77.4,Blue,Medium,Decline,High,No
1019.6,Cirrus,East,76.2,,High,Decline,Low,No
1013.4,Cirrus,South,68.5,Orange,High,Stable,Low,Yes
1013.8,Cumulonimbus,South,44.9,Orange,High,,High,Yes
1005.4,Cirrus,East,80.5,,High,Decline,High,No
1011.2,Cumulonimbus,East,50.5,Gray,Medium,Rise,High,Yes
1021,Cirrus,South,41.4,Green,Low,Decline,High,No
1011.3,Cirrus,South,53.2,Orange,High,Decline,Low,Yes
1007,Cirrus,West,81.7,Green,Low,Rise,High,No
1013.8,Cirrus,East,54.3,Orange,High,Decline,Low,Yes
1004.7,Cirrus,West,84.1,Green,High,Decline,High,No
1011.9,Cumulonimbus,South,69.5,Orange,High,Stable,High,Yes
1011.1,Cumulonimbus,East,46.6,Orange,High,Decline,Low,Yes
1013.2,Cumulonimbus,East,43,Orange,Low,Stable,Medium,Yes
1002.4,Cirrus,East,79.3,Blue,High,Rise,High,No
1002.8,Cirrus,East,80.4,Blue,High,Decline,High,No
1011.3,Cumulonimbus,South,48.6,Gray,High,Stable,High,Yes
1005.3,Cumulonimbus,East,83,Gray,High,Rise,Low,No
1006.4,Cirrus,North,45.1,Orange,Low,Rise,High,Yes
1013.2,Cumulonimbus,South,72.5,,Low,Stable,Medium,Yes
1012.6,Cirrus,East,69.7,Orange,Medium,Decline,Low,Yes
1003.4,Stratus,East,78.3,Green,Low,Decline,Low,No
1004.4,Stratus,West,82.2,Blue,High,Stable,Medium,No
1024.9,Cumulonimbus,West,76.6,Green,Medium,Rise,High,No
1012.5,Stratus,South,51.5,Orange,Medium,Stable,High,Yes
1011.7,Cumulonimbus,East,69.5,Orange,Medium,Decline,Low,Yes
1006,Cumulonimbus,East,50.2,Orange,Low,Decline,High,Yes
1006.9,Cirrus,South,75.7,Blue,High,Stable,Medium,No
1006.7,Cumulonimbus,West,81.5,Green,High,Stable,High,No
1006.4,Cirrus,East,75,Green,Low,Decline,High,No
1004.2,Cirrus,West,84.7,Blue,High,Stable,High,No
1013.8,Cumulonimbus,West,69.1,,High,Stable,Medium,Yes
1004.5,Cirrus,East,84,Gray,Low,Stable,High,No
1004.1,Cumulonimbus,East,71.5,Orange,High,Stable,Medium,Yes
1004.7,Cirrus,South,78.2,Green,High,Stable,Medium,No
1005,Cirrus,East,40,Blue,High,Stable,High,No
1013.6,Cumulonimbus,,73.7,Orange,Low,Decline,Low,Yes
1003.7,Stratus,South,76.9,Green,High,Decline,High,No
1005.7,Cumulonimbus,South,80.4,Gray,High,Stable,Low,No
1012.2,Cumulonimbus,East,57.5,Orange,Low,Decline,Medium,Yes
1006,Cirrus,East,43.7,Blue,Medium,Decline,Low,No
1006.2,Cirrus,West,75.5,Green,Low,Decline,Low,No
1024.2,Cirrus,West,81.1,Green,Low,Stable,Low,No
1003.9,Cirrus,West,42.2,Blue,High,Stable,High,No
1013.5,Cumulonimbus,South,51.8,Orange,High,Rise,Medium,Yes
1012.4,Cirrus,East,64.9,Orange,Low,Decline,Low,Yes
1003.8,Stratus,North,47.3,Blue,Low,Decline,Low,No
1002.3,Cirrus,South,77.1,Green,High,Stable,Low,No
1011.9,Cumulonimbus,East,54,Blue,Low,Rise,Low,Yes
1005.5,Stratus,South,76.8,Green,Medium,Stable,High,No
1013.7,Cumulonimbus,West,68,Orange,Medium,,High,Yes
1011.5,Cumulonimbus,West,45.5,Orange,High,Decline,High,Yes
1011.7,Stratus,North,61.7,Orange,High,Decline,Low,Yes
1011.8,Cumulonimbus,,57.9,Orange,High,Stable,High,Yes
1013.9,Cumulonimbus,West,59.7,Orange,Medium,Stable,High,Yes
1002.5,Cumulonimbus,East,53.9,Gray,High,Decline,Low,Yes
1004.2,Stratus,East,84.1,Green,Low,Decline,Low,No
1011.8,Cirrus,East,66.9,Orange,Low,Decline,Low,Yes
1012.6,Cumulonimbus,East,63.9,Gray,Medium,Decline,Low,Yes
1011.8,Cumulonimbus,West,51.7,,Low,Decline,Low,Yes
1013.9,Cumulonimbus,South,70.4,Orange,High,Decline,High,Yes
1013,Cumulonimbus,East,47.5,Gray,High,Rise,High,Yes
1006.8,Cirrus,East,82.1,Gray,High,Rise,Low,No
1013.4,Cumulonimbus,South,63.1,Blue,High,Stable,High,Yes
1012.5,Stratus,South,55.4,Orange,High,Stable,Low,Yes
1004.6,Cirrus,South,79.8,Green,High,Stable,High,No
1006,Cirrus,East,81.7,Blue,Low,Decline,Medium,No
1011.9,Cumulonimbus,North,46.9,Blue,Low,Decline,Low,Yes
1002.5,Cirrus,East,80,Gray,Low,Decline,Low,No
1006.4,Cirrus,East,80.5,Gray,Low,Decline,Low,No
1013.7,Cirrus,,72.6,Gray,Low,Decline,Low,Yes
1007,Cirrus,East,77.3,Green,Low,Decline,Medium,No
1013.8,Cirrus,East,47.5,,Low,Decline,High,Yes
1011.5,Stratus,West,71.2,Orange,High,Decline,Medium,Yes
1011.5,Cumulonimbus,South,73.9,Orange,High,Stable,Medium,Yes
1012.7,Cumulonimbus,East,51.7,Blue,Medium,Decline,Low,Yes
1013.7,Cumulonimbus,South,61.6,Orange,High,Stable,High,Yes
1013.9,Cumulonimbus,West,51.2,Gray,High,Decline,Low,Yes
1006.8,Cumulonimbus,South,78.4,Gray,High,Rise,High,No
1013,Cumulonimbus,East,41.2,Orange,High,Stable,Medium,Yes
1011.9,Cumulonimbus,South,58.4,,High,Stable,High,Yes
1006.1,Cirrus,South,46.3,Gray,Medium,Stable,High,No
1006.9,Cirrus,East,45.4,,Low,Decline,Low,No
1013.9,Cumulonimbus,East,59.2,Orange,Low,Rise,Low,Yes
1005.5,Cirrus,West,80.8,Green,Low,Decline,High,No
1002.6,Cirrus,South,79.8,Green,High,Stable,High,No
1006.2,Cumulonimbus,West,76.5,Green,Medium,Rise,Low,No
1002.7,Cirrus,East,76.5,Blue,Low,Decline,High,No
1003.6,Cirrus,South,84.7,Green,High,Stable,High,No
1003.5,Cirrus,West,80.1,Blue,High,Rise,High,No
1006.7,Cirrus,West,83.6,Blue,Medium,Decline,Low,No
1012.1,Cumulonimbus,East,44.7,Gray,High,Decline,Low,Yes
1004.7,Cirrus,South,75.7,Green,High,,High,No
1003.1,Cirrus,East,77.8,Gray,Low,Decline,High,No
1012.5,Cumulonimbus,South,62.4,,High,Rise,High,Yes
1004.2,Cumulonimbus,East,77.9,Gray,High,Decline,High,No
1003.3,Cirrus,West,80.4,Green,High,Rise,Medium,No
1002.7,Cirrus,East,80.3,Blue,Low,Decline,Low,No
1006.8,Cirrus,West,44,Green,Low,Decline,Medium,No
1006.8,Cumulonimbus,South,66,Orange,High,Stable,High,Yes
1013.1,Cumulonimbus,South,63.4,Orange,High,Stable,High,Yes
1004.2,Cumulonimbus,South,73.9,,High,Stable,Medium,Yes
1005.8,Cirrus,East,81,Green,Low,Decline,Medium,No
1012.2,Cumulonimbus,South,52,Blue,High,Decline,Medium,Yes
1003.6,Cirrus,East,65.5,Orange,Low,,Low,Yes
1004.4,Cirrus,East,80.9,Green,Low,Decline,Low,No
1013.4,Cumulonimbus,East,66.8,Orange,High,Decline,Medium,Yes
1004,Cumulonimbus,South,83.6,Green,High,Stable,High,No
1005.5,Cirrus,South,80.1,Blue,Medium,Stable,Low,No
1011.5,Cumulonimbus,East,57.5,Blue,Low,Decline,Low,Yes
1006.4,Stratus,East,83.9,Green,Low,Decline,Low,No
1013.3,Cirrus,South,45.5,Blue,High,Stable,High,Yes
1023.5,Stratus,East,77,Blue,Low,Decline,Medium,No
1011.7,Stratus,,70,Orange,High,,Low,Yes
1021.7,Cirrus,South,77.1,Green,High,Rise,High,No
1013.9,Cirrus,North,69.1,Orange,Low,Stable,Medium,Yes
1005.9,Cirrus,East,84.3,Green,Low,Decline,Medium,No
1002.4,Cirrus,East,77.6,Green,Medium,Stable,Low,No
1005.1,Cirrus,West,40.6,Gray,Medium,Stable,Low,No
1012.1,Stratus,,58.6,Orange,Low,Decline,Low,Yes
1005.8,Stratus,South,82.6,Green,Low,Decline,High,No
1019.3,Cirrus,,80,Blue,Low,Rise,High,No
1002.9,Cirrus,West,75.7,Blue,High,Stable,High,No
1012.5,Cumulonimbus,South,44.2,Orange,High,Stable,High,Yes
1013.3,Cumulonimbus,,69.3,Orange,Low,Stable,Medium,Yes
1011.9,Cumulonimbus,North,50.9,Orange,Low,Decline,Low,Yes
1004.4,Cirrus,East,84.8,Green,Medium,Stable,High,No
1022.9,Stratus,East,80,Gray,Medium,Decline,Low,No
1006.6,Cirrus,East,81.5,Green,Low,Decline,High,No
1002.4,Cirrus,East,82.3,Green,High,Decline,Low,No
1004.1,Cirrus,,81.9,Green,Low,Rise,High,No
1003.8,Cumulonimbus,West,55.7,Orange,High,Stable,High,Yes
1013.8,Cumulonimbus,East,55.2,Gray,Low,Decline,Medium,Yes
1011.3,Stratus,East,69.4,Orange,Low,Decline,Low,Yes
1012.3,Cumulonimbus,South,61.6,Blue,High,Stable,High,Yes
1012.3,Cumulonimbus,East,54.7,Orange,Low,Decline,Low,Yes
1013.8,Cumulonimbus,East,72.4,Blue,Medium,Decline,Low,Yes
1004.1,Cumulonimbus,South,84.7,Green,High,Decline,High,No
1011.5,Cumulonimbus,South,63.7,Blue,High,Stable,High,Yes
1011,Cumulonimbus,East,52.6,Gray,Low,Decline,High,Yes
1004.4,Stratus,,82.5,Gray,High,Stable,High,No
1024.9,Cirrus,East,80.4,Green,High,Stable,Medium,No
1012.4,Cumulonimbus,South,56.7,Orange,High,Stable,High,Yes
1012.1,Cirrus,West,61.6,Gray,High,Rise,Medium,Yes
1012.8,Cirrus,West,40.1,Orange,High,Stable,Medium,Yes
1013.4,Cumulonimbus,East,72.5,Orange,Low,Decline,Low,Yes
1012.4,Cumulonimbus,East,68.8,Orange,Medium,Decline,Low,Yes
1011,Cumulonimbus,North,52,Orange,Low,Decline,Low,Yes
1002,Cirrus,East,82.9,Green,Medium,Stable,High,No
1013.7,Cumulonimbus,East,60.2,Orange,High,Stable,Low,Yes
1002.9,Cumulonimbus,South,80,Gray,Medium,Stable,Medium,No
1005.7,Cirrus,,81.3,Blue,High,Rise,High,No
1012.6,Cirrus,South,56.2,Orange,High,Stable,Low,Yes
1003.2,Stratus,East,80.6,Green,Low,Decline,High,No
1003.7,Cirrus,East,44.6,Green,Medium,Decline,Low,No
1002.2,Cirrus,East,82.7,Blue,Medium,Decline,Low,No
1002.8,Cirrus,,75.5,Green,High,Stable,High,No
1011.9,Cumulonimbus,East,50.3,Gray,Low,,Low,Yes
1004.7,Cirrus,South,80.7,Green,High,Decline,Medium,No
1004.8,Cirrus,East,81.4,Green,Medium,Rise,Medium,No
1024.6,Cumulonimbus,South,82.2,Green,Medium,Stable,High,No
1004.2,Cirrus,East,83,Green,Low,Decline,Low,No
1002,Cirrus,East,76.4,,Medium,Decline,Low,No
1011.7,Cirrus,East,69,Orange,High,Stable,High,Yes
1005.9,Cumulonimbus,West,70.1,Orange,Low,Stable,High,Yes
1005.2,Cirrus,South,81.8,Green,High,Rise,High,No
1011.2,Cumulonimbus,West,71.4,Orange,High,Stable,Medium,Yes
1012.7,Cumulonimbus,East,43.9,Orange,Low,Decline,Low,Yes
1004.3,Cirrus,East,81.6,Green,High,Decline,High,No
1002.2,Cirrus,East,81,Green,Medium,,Low,No
1023.9,Cirrus,East,75.9,Green,Low,,Low,No
1013.3,Cumulonimbus,,71,Orange,Medium,Decline,Low,Yes
1006.5,Cirrus,North,76.2,Green,Low,Decline,High,No
1006.6,Cirrus,South,79.6,,Low,Stable,High,No
1006.5,Cirrus,West,45.2,Gray,Low,Decline,Low,No
1003.4,Cirrus,South,81.1,Green,Low,Rise,Low,No
1003.3,Cumulonimbus,South,82.7,Blue,Low,Rise,Low,No
1013.1,Cumulonimbus,,59.7,Gray,High,Stable,High,Yes
1021.6,Cumulonimbus,South,42.7,,High,Stable,High,No
1003.6,Stratus,East,78.9,,Low,,Low,No
